Lew Fields
s a
Masuyaki Mori
Kyo Machiko
Kinuyo Tanaka
Helene Remy
Walter Brandi
Marie Luisa Rolando
Ana Beatriz Nogueira
Aida Leiner
Arye Gross
Courteney Cox
sa s
Chris Lemmon
Deborah Benson
s a
s a
s a
Ricky Schroder
Ray Wistone
Lara Belmont
Freddie Cunliffe
Vittorio deSica
Efrem Zimbalist~jr.
Deborah Walley
Olinka Beruva
Adele Jergens
Mantagu Love
Dudley Digges
Alan Mobray
Cindy Carol
Estelita Rodriguez
Nestor Pavia
Jin Hutton
Katherine Ross
Bruce cabot
Margaret Welsh
Tony Aguilar
Roman Gabriel
Mick Jagger
Michele Breton
Dennis Farina
Robert Pastorelli
Tom Sizemore
Brion James
Timothy Busfield
Jodi Long
Mark Lawrence
Leonard Lyons
Barbara Stanwyk
Joe deSantis
Ian Hendry
Mary Wilson
Dillon McDermott
David Arquette
Molly Shannon
Michael Vartan
Leelee Sobieski
Jeremy Jordan
Garry Marshall
John C. Reilly
Patrick Knowles
Five Hertzogs
Fiorello LaGuardia
Alec Guiness
Eunice Gayson
Peter Burton
Michel Mok
Yvonne Shima
Marguarite Lewr
Reginald Carter
Robert Flyming
Josephine Griffin
Alec Guiness
Kenneth Moore
Ann Gisel Glass
Stefano Dionisi
Thomas Heinze
Karl Boehm
s a
Ian Fleming
Greg Bensen
Ian Cochran
Olivia dAbo
Lon Channey
Virginia Christine
Kay Harding
Kurt Hatch
Alec Guiness
Kenneth Macrae
Alfred Hickman
Eugene OBrien
Hal Reid
Forrest Robinson
Pamela brown
Tom Courtney
James Bolam
Alec McGowen
Joe Robinson
Giancarlo Giannino
Marcel Bozzufi
s a
Hazel Brooks
Joseph Pevney
Shepperd Strudwick
Melvyn douglas
Jo vanFrleet
Sydne Rome
Didi Hallervorden
Elisha Cook
s a
Francoise Dorelac
Iain Quarrier
Terry Downes
Fional Lewis
Joe Lara
s a
s a
s a
Walter James
Gordon Griffith
Carlo Schipa
Spec ODonnell
Bill Paxton
Billy Bob Thornton
Brent Briscoe
s a
David J. Stewart
Les Damien
Donald Trump
s a
Frances McDormand
Colin Friels
Larry Drake
Linda Christian
Colleen Camp
Paul Danwuah
Claire Bllom
Edith Evans
Glen Byam Shaw
Phyllis NeilsonTerry
Donald Plesance
Goerge Devine
Willi Forst
Lizzi Waldmuller
Robin Matson
Oscar Homolko
s a
June Clayworth
Lotte Stein
George Couloris
Dan Durya
Patricia Morrison
Nichalos Cage
Valeria Golino
Isabella Rosselini
Johanne Ter Steege
s a
s a
Mary Margolis
Barry Tavenier
s a
s a
Marius Hofschneifer
Maria Eden Rose
Danielle Darieux
James mason
Jim Riggs
Francoise Arnaud
s a
Jim Riggs
s a
Francoise Arnoul
Michael Jordan
s a
Jim Riggs
Willi Forst
Dennis James
Jim Riggs
Frank Cellier
Gwen Frangcon Davies
Sybil Thorndike
Allan Jenkins
Lily StCyr
Sally Forrest
Leon Askin
Ian MacDonald
Donald randolph
Larry Blake
Virginia Madsen
Tony Todd
Kasi Lemmons
Turo Pajala
Susanna Haavisto
Matti Pellonpaa
George Barraud
Herbert Marsall
Anthony Bushnell
Marita Hunt
Belle Chrystal
Marita Hunt
Leonora Corbett
Laura Linney
John Mohanney
Shaunessey s a
Alfre Wooodard
Frances McDormand
Richard Norton
Andy Braugher Bucher
Joe Spano
Stanley Anderson
s a
Joseph GordonLevitt
James Gudolfini
x Constantine
Gordon
Anne Hecht
s a
s a
s a
s a
Marilyn Chris
Barbara Carson
Mary Jane Higby
Laurence Fishburne
Jenifer Lewis
Phyllis Yvonne Stickney
Vanessa Bell Calloway
Pam Tyson
Miguel Bos\'e
Joan Gardner
Evelyn Guerrero
Marie Dubois
Claude Girard
Bernard Noel
Francine Spaak
s a
Warren Berlinger
Adam Rourke
Grim Russo
H.B. Haggerty
Martin Kove
Latimer
E.J. Peake
Jeanne Valerie
Jean-Louis Trintignant
Simone Reanant
Jean Louis Trintigant
Christian Marquand
Paul Faivre
Masahiko Tsugawa
Ayumi Ishada
s a
s a
s a
s a
s a
Billy Crudup
Samantha Morton
Fabio Frascaro
Cosimo Cinieri
Chiaa Torelli
Anna Dinitri
Ines d'Anbrosio
Paolo Massafra
Arkie Whiteley
Chris Haywood
Virginia Christine
Erno Crisa
Barbara Stanwyk
Gene Raymon
Audrey Caire
Laurie Heineman
Norman Burton
C.Henry Gordon
Esther Dale
Maurice Costello
Francis Blanche
Ron Vawter
ana Leza
Doctor Dre
Ed Lover
Stuart Paul
Kaye Ballard
Lorraine Bracco
Bekana Santos Kaiapo
Edinei Maria Serrio DosSantos
Elias Monteiro daSilva
Timmerman
Paaul Lukas
Nancy Mulford
Arnold Vosloo
Ken Gampo
Candice Hildebrand
Dennis Casey Park
Mathew Stewardson
Nadia Bilchik
Brian OShaugnessy
Gordon Mulholland
Kim Vithani
Jimmi Harkishin
Sarita Khajuria
Hatty Jones
Frances Dormond
Brian Dehenny
David Caruso
Jack Starrett
George Rowe
Jose GonzalesGonzales
s a
Austin OBrien
Maria Shriver
s a
Randall Cobb
Robert Castle
Jonathan Demme
Ted Levine
Anthony Heald
Clarice Starling
Renee Russo
Renee Leary
Ben Gazarra
Frankie Faison
s a
Ilona Margolis
Helen Stanton
Jean Byron
Billy Curtis
Angelo Rossitto
Spalding Gray
Heather ORourke
Julian Beck
Oliver Robbins
Lena Headey
Roger Lloyd Pack
Padraig Casey
Tom Duggan
Alan Rickman
Reginal Veljohnson
Alexander Godonov
Deidre Holland
Ashlin Gere
Rocco Siffredi
John Dough
A.J. Sparxx
Irene Pappas
Alun Armstrong
Sam Kelley
Jack Shepperd
Bobby Hunt
Philip Davis
Patricia Hayes
Alan McNaughton
Imperio Argentina
s a
s a
Rita Firt
Jeffrey Gere
Sam Neil
Skeggs
Fred Dalton
Courtney B. Vance
Anthony Peck
Ronald Guttman
s a
Ray Liotta
Brendan Fraser
Patrick Dempsey
Josh Hamilton
Gore Vidal
Hlomers Herbert
E.Murray Abrahams
Laila Robbins
David Rasche
Richard Young
Badja Dialo
s a
Philip Baker Hall
Peter Redford
D.B. Sweeny
Ellen Burstein
Jan Rubes
s a
Jorge Perrugorria
Mirta Ibarra
Francisco Gatorno
Marjorie Gleason
Gianna Segale
Hugh Grant
s a
Tom Arnold
Joanne Cusack
Mia Ottell
s a
s a
Rita Wilson
Rosie ODonnell
Gaby Ho
Thora Birch
Asleigh Aston Moore
Christina Ricci
Liv Schreiber
Jeffrey Wright
Kimberly Elise
James Cagney
Leila Bennett
Matt McHugh
Hugette Duclos
Roland Toutain
Maxime Desjardins
s a
s a
s a
s a
s a
Samuel Beckett
s a
s a
Henry Fonds
Cliff Rbertson
Shelly Berman
Mahalia Jackson
Johnny Depp
s a
Oliver Platt
Dan Hedaya
Joe Grifasi
George Rowe
Diane Webber
Jose GonzalesGonzales
Vicki Kantenwine
Nani Morisey
Judy Edwards
Jean Carroll
Philip Bosco
s a
Chazz Palmentieri
Dudley Digges
Oscar Apfel
Guy Kibee
Polly Walters
Bill Monroe
Alison Kraus
s a
s a
s a
s a
s a
s a
s a
s a
s a
Jean Murat
Andre Alerme
s a
Robyn Hitchcock
Oprah Winfrey
Kimberly Elise
Thandie Newton
Lisa Gay Hamilton
Kessia Kordelle
Don Wilson
Eb Lottimer
Al Ruscio
Jeff Pomerantz
Linda Dona
Robert DeNiro
Buddy ebsen
Sid Silvers
Raymond Wilburn
Valentina Cervi
Michel Serrault
s a
Milton Seltzer
Rossella Falk
Gabriele Tinti
Ernst Borgnine
Michael Fox
s a
Lena Stolze
Robert Giggenbach
Elisabeth Berkin
HansRichter Mueller
s a
Ludovic Vandendaele
Erick daSilva
Sandrine Blancke
Terry Camillieri
Melissa Jaffa
Kevin Miles
Kelly McGillis
Lukas Haas
Jan Rubes
Alexander Godunov
Sihung Lung
sa
June Knight
Vilma Ebsen
Gulpilil
Nandjiwarra Amagula
Olivia Hamnett
Alive Faye
George Babier
Ritz Brothers
Bembol Rocco
Sid Silvers
Michell Pfeiffer
s a
Bill Hunter
Robert grubb
Tim McKenzie
George Kenedy
William Marshall
Leslie Fenton
Russell Hopton
Anouk Aim\'ee
Vera Caspary
Christian Marquand
Genco Erkal
Harun Yesilyurt
Ayberk Colok
s a
Quentin Crisp
Charlotte Valandrey
Lothaire Bluteau
Billy Zane
NBushe Wright
DeShonn Castle
Paul Butler
Ron Johnson
Tim Byrd
Bryan Kevin
s a
Julie Warner
s a
s a
s a
Fairuza Balk
Elisabeth Moss
Kelly Lynch
Jaquline Wells
Egon Brecher
Grayson Hall
Nancy Barret
Anne Meacham
James Patterson
William Haade
Soledad Jiminez
Joe Cunningham
Joseph Crehan
David Niveb
C.Henry Gordon
Robert Barrat
Carrol Naish
Guy Kibee
Felicity Huffman
Ricky Jay
Rebecca Pidgeon
Rebecca Pidgeon
Guy Edwards
Gemma Jones
Colin Stinton
Marion Dorian
JeanRoger Milo
Renaud
s a
Karen Dotrice
David Warren
George Baker
Donald Pickering
Robert Flemyng
Miles Anderson
Paul McDowell
Irene vanBrugh
Basil Gill
Colm Feore
Glenn Gould
William lundigan
Guinn Williams
The Dead End Kids
Goerge Bancroft
Edward Pawley
Nancy Welford
Winnie Lightner
Ann Pennington
William Bakewell
Nick Lucas
Billy Dee Williams
s a
Karen Lynn Gorney
Joseph Cail
Paul Papa
sa
Bruce Ornstein
Donna Pescow
Ann Travolta
Joe Mantegna
Edward Crandall
Florenz Ziegfield
Jimmy Walker
Ring Lardner
Otto Kahn
Adolph Zukor
Joe Mantegna
Tom Everett
David Moscow
Annaliese Rothenberger
Ludmilla Tcherina
C. Thomas Howell
Captain Jack Young
Isa Barzizza
Gianni Agnus
Madeleine Lebeau
Ilka Gruning
Dexter Fletcher
Zoe Nathanson
Iam McNiece
Captain Jack Young
Jaen Rogers
Richard Clarke
Humphret Bogart
Guinn Williams
Douglas dumbrille
Vera Lewis
Marin Goering
Frederic Ashton
Leonide Massine
Ludmilla Tcherina
s a
Pamela Brown
Margot Fitzsimmons
Sybil Thorndike
James Lydon
s a
John Calhoun
Derek Scott
Ginny Simms
Dorotjy Malone
Selana Royle
Donald woods
Clarence muse
Sig Rumann
Leonide Massine
Robert Rounsville
Pamela Brown
Fredrick Ashton
Ludmilla Tcherina
Ann Ayars
Mogens Wieth
Sir Thomas Beecham
Saddler Wells Chorus
Sydney Greenstreet
Lon Chaney~jr
Noah Beery~jr
Eve Gray
Paul Graetz
Ellis Irving
Aneeta Kanwar
Vikram Gokhale
Nana Paleker
Grace Bradley
The Avalon Boys
Fortunio Bomanova
s a
Oliver de Rios
Jerome Tata
Manuel PretoManuel Preto
Manuael Jacare
Francesca Moreira de Silva
Peter Bogdanovich
Donald Dillaway
Ted deCorsica
Kath Soucie
Joe Sawyer
s a
Phillip Marrivale
Konstantin Shayne
Billy House
Clotilde Coureau
Roschdy Zem
Vincent Elbas
Karin Vaud
Geraldine Pailhas
Michael MacLiammoir
Robert Cook
Michael Lawrence
Paule Picerni
Jeanette Nolan
Dan Oherlihy
Juan Hernandez
Edmon Ryan
Fats Waller
Bill Bojangles Robinson
Katherine Dunham
Nicholas Brothers
Fats Waller
Ada Browwn
Zutyy Singleton
Ada Brown
Benny Carter
Juano Hernandex
Barbara Stanwyk
Suasanna Foster
Sydney Greenstreet
Jai
Gajendra
Mark Dana
Beverly dAngelo
s a
s a
Marianne Flynn
s a
Wayne Newton
Sigfried
Walker Huston
Shirley Ann Field
Jack Warson
Robert Carlyle
Guy Pearce
Jeremy Davis
David Arquette
June Knight
Daniel Wu
Stephen Fung
Shu Qi
Terence Yin
Jason Chang
Brigitte Lin
Kathleen Klemont
Anthony deLonghis
Clark Johnson
Stephen Mendel
Arne Olson
Jan Jacklin
Real Andrews
Ekkehard Anders
Charles Seixas
John Walsh
Mike Mitchell
Isabelle Jamieson
Mike Ballew
Sigreid Gurie
Barbara Stanwyk
Erin OBrienMoore
Robert Barrat
Helen Flint
Clifford Soubier
Alonzo Price
Dickie Jones
Dorothy Vaughn
Pat C. Flick
Francis Sayles
Paul Stanton
Egon Brecher
Barbara Sukowa
Stefania Sandrelli
Sami Frey
Randy Ingerman
Paget Brewster
Sig Rumann
Lisette Verea
Catherine Bach
Hardie allbright
I.S. Johar
Simon McCorkindale
Jane Birkin
Jackie Geason
Sig Rumann
John Brascia
Cecil Rathbone
Joey Lauren Adams
Jon Stewart
Leslie Mann
Josh Mostel
Cole Sprouse
Dylan Sprouse
s a
Joan vanArk
Larry Gilliard
Wendell Holmes
Suzanne Costallos
Barbara Gonzales
Kevin OShea
Don Barry
Rohman Bohnen
George Tyne
Samantha Morton
Claire Rushbrook
Rita Tushinham
s a
leo Gorcey
Donald meek
Eddie Hodges
Archie Moore
Madelaine Robinson
Laurent Grevill
Katrine Boorman
Phillippe Clevenot
Maxime Leroux
Ren\'e Auberjonois
Neda Arneric
Keith carradine
Eleanor Coppola
George Lucas
John Milius
Sallie Blane
Hardie Allbright
Nick Mancusi
Linda Boyd
Tim Henry
Don Barry
Robert Foxworth
Juli Reding
s a
Tom Simcox
Mike Meyers
Mike Meyers
Fabina Udenio
Tom Arnold
Leon
Doug E Doug
Chales Duning
Louis Gossett~jr.
Jean Moreau
s a
s a
Mike Meyers
Mike Meyers
Verne Troyer
Mike Meyers
Heather Graham
Will Ferrel
Tim Robbins
Cuba Gooding~jr
Daniel Sarthwara
Mara Tierney
John Aylward
Kiranmala
Tomba
Manbi
Dhiren
Michel Auclair
Evans Evans
Laurence deMonaghan
Lea Massani
Amanda Schull
Zoe Soldana
Donna Murphy
David Gennan
Debra Monk
Ethan Stiefel
Sacha Radetsky
Ilia Kukk
Julie Kent
Tania Brown
Janet Jackson
Joe Torry
Norma Donaldson
Regina King
Tyra Ferrell
Jennifer Aniston
s a
Ice Cube
Cuba Gooding~jr.
Nia Long
Tyra Ferrell
John Cothran~jr.
Jennifer Connelly
Kristy Swanson
Omar Epps
Ice Cube
Laurence Fishburne
Jennifer Connelly
Georges Wilson
Jacques Harden
Rick Moranis
s a
David Margulis
Tom McDermott
Theodore Newton
Joe Sauers
Arthur Jarett
Betty Furness
Edward Gargan
John Ellison
s a
s a
Ruth Sheen
Philip Davis
Lesley Manville
Edna Dor\'e
Philip Jackson
Heather Tobias
Jonathan Taylor
Poul Reumert
Einar Zangeberg
Christel Holck
Ellen Kornbeck
Dan Dailey
s a
Rupert Everett
Ian Holme
Normand Fateux
Kenry Kolker
Lynda Stedman
Katrin Cartlidge
Mark Benton
Brenda Bluffin
Katherine deMille
s a
s a
s a
Jim Broadbent
Claire Skinner
Jane Horrocks
David Thewlis
Timothy Spall
Lyle Bettger
John Ringling North
David Thewil
Lesley Sharp
s a
Katrin Cartlidge
Claire Skinner
Greg Cruttwell

 John Litgow
Peter Weller
Edwige Feulliere
Eddie Benton
Aitana SanchezGion
Michael Badalucco
s a
Wanda Hawley
Elliott Dexter
Calvin Lockart
Glenna Foster Jones
Graham Crowden
s a
Phil Daniels
Marion Bailey
Charles deRoche
James Dickey
s a
Henry Wilcoxson
Gertrude Michael
Brent Carver
Shoji Yasui
Rentaro Mikuni
Tatsuya Mihashi
Rudolph Schildkraut
Rita Gams
Bj\"orn Borg
Yannick Noah
John McEnroe
Ilie Nastase
Chris Evert
Jimmy Connors
Ivan Lendl
Lillian Roth
Marthe Sleeper
Kenzo
Agnes B. Castelbajac
Gaultier
Claude Montana
Yoko Sugi
Akira Takayami
Tamlyn Tomata
Cary-Hiroyuki Tagawa
Kati Kurado
Harsuko Otsuka
Warren Fabro
Lito Capino
Christiane Mays
Lina Banquette
George Duryea
Harry Beresford
s a
Mary Ann Mobley
Fran Jeffries
Billy Barty
Jack Albertsob
Pamela Austin
Yvonne Craig
Lise Cutter
Lynn Danielson
Rock Brocksmith
Alan Rich
Mark Ralston
Eric Christen
s a
C.C. Leichter
Ed Williams
Leonor Silveira
Andre Dussollier
Eddie Constantine
Imelda Staubton
Saskia Reeves
Richard Hope
Howard Nash
Alfred Marks
Ian Redford
Brenda Bruce
George Baker
Jack Hedley
Sian Philllips
Alison Leggatt
Leslie Bricuse
Butch Patrick
Ian MacShane
Patricio Contreras
Leonor Manso
Mario Pasik
Alberto Benegas
Marcia Gay Harden
Rider Strong
Christopher McDonald
Ralph Mauro
Maxie Rosenbloom
Mack Sennett
Eddie Parker
Richard Karlan
Peggy King
Simpson Perez
Leonor Silveira
Lee vanCleef
Reiner Schone
Giampiero Albertini
Annabella Incontrera
Gianni Rizzo
David Schwimmer
Mili Avital
Jason Lee
Vanessa Angel
Karl Wuhrer
Bonnie Hunt
Elliott Dexter
Thurstom Kall
Katherine MacDowall
Naoh Beery
Herbert Shaw
Tom Beringer
Arye Gross
Al Waxman
Clancy Brown
s a
Sharmila Tagore
Alok Charavarty
Swapan Mukherjee
Barbara Greene
Colin Firth
Aparna Das Gupta
Sharmila Tagore
Chchabi Biswas
Purnendu Mukherjee
Karuna Banerjee
Dorothy MacGowan
Sami Frey
Philippe Noiret
Anil Chatterjee
Chandana Banerjee
Jon Voigt
Henry Czerny
Emmanuelle Beart
Jean Reno
Ving Rhames
Kristin ScottThomas
s a
s a
Robert Lindsay
Gary Sinise
Carla Gugino
Gerald Ward
Page Peters
Jeanie McPherson
Alastair Sim
Mrgaret Rutherford
Ricard Wattis
John Bentley
Georgia Browne
Jack Dean
James Neill
Utaka Abe
Dana Ong
Leslie Browne
Karuna Banerjee
Kanu Banerjee
Pinakaj Sengupta
Smaran Ghosal
Alan Hale~jr
Denise Nichols
Donald Huston
James Hayter
Chchabi Biswas
Padma Devi
Pinakai Sen Gupta
Gangapada Bose
Ustad Waheed Khan
Roshan Kumari
Edgar Selwyn
Dennis Franz
s a
Norman Shelley
Michael Howard
Brenda Bruce
Craig Wesson
Barbara Crampton
Windsor Taylor Randolph
Barbara Peckinpah
Linda Shaw
Stevens Brinke
Joe Picopo
Andy Garcia
Martin Smith
Tom Duggan
Jana Lund
Vince Vaughn
Kata Capshaw
Jeremy Davis
Cecelia Parker
Mark Lamos
Stephen Caffrey
Canmpell Scott
Dermot Mulroney
Juliette Lewis
Helen Shaven
Eliza Dusku
Gearge Memmoli
Sylvia Williams
Wanda Blackman
Patrick McNamara
Franka Potente
Moritz Bleibtreu
Hebert Knapp
Nina Petri
s a
s a
John Litgow
Lolita Davidovich
Tom Bower
Barton Heyman
Mer Harris
Teri Austin
Gabrielle Charteris
s a
s a
Jon Leguizamo
Luis Guzman
s a
Uttam Kumar
Sharmila Tagore
Babita
Haren Chatterjee
Haradhan Banerjee
s a
s a
Bholanath
Michael Bowen
Elizabeth Dailey
Colleen Camp
Mark Borchardt
Mike Schank
Thomas Beck
Margaret Irving
Nedda Harrigan
Guy Usher
Maurice Cass
Tom McGuire
Sailen Mukherjee
Syamal Ghosal
Gitali Roy
Serena Grandi
Stefania Sandrelli
Lukas Haas
Lewis Casson
Percy Parsons
Pascal Audret
Chloe Webb
Gabriel Byrne
David Strathairn
Nicola Warren
Francesca Dellera
Esm\'e Percy
Sinead Cusick
Grant Warnock
Lena Headsley
E-than Hawke
Henry Montgomery
Henry Montgomery
Henry Montgomery
`Ellay Morte'
Erik King
Don Harvey
Thuy Thu Le
John Hancock
Sal Rubineck
Kevin Dunn
Kim Catrell
Eric Hoffmann
Mary Costa
Glenn Fitzgerald
s a
Julianna Margulies
Billy Dee Williams
Paul Richter
Marguerite Sch\"on
Theodor Loos
Hannah Ralph
Rudolph KleinRogge
Paul Richter
Marguerite Sch\"on
Theodor Loos
Hannah Ralph
Rudolph KleinRogge
Alfred Abel
MarieBrigitte Helm
MarieBrigitte Helm
Heinrich George
Fritz Rapp
Theodor Loos
Rudolph KleinRogge
Otto Wernicke
Gustav Gr\"undgens
Gareth Hughes
Sam Sothern
Rudolfo Valentino
s a
s a
Stabby Kaye
Mitzi gaynor
Ted deCorsica
Vittorio deSica
Kurt Kaznar
Christopher Lord
Thomas F. Wilson
Thomas F. Wilson
B.D. Wong
Bert Parks
Natasha Lyonne
Bob Waterfield
Tamba
s a
s a
s a
Diane Starin
Ben Model
Luis Caballero
Peggy Ann Gardner
Hilda Simms
Anita Bjork
Peter vanEyck
Danielle Oimet
Henry R. Lang
Andrea Rau
s a
s a
Kevin Spacey
John Cusack
s a
Irma P. Hall
Lady Chablis
s a
Isaiah Washington
Lisa Gay Hamilton
James Wood
Francesca FarmerEastwood
Dina Ruiz
Omero Antonutti
Forest Whitaker
Michael Zelniker
Samuel L. Wright
Cesare Danova
Harry Ellerbe
Sydney Walker
Patty Duke
Stanley Tucci
Jeff Fahey
Roalnd Petit
Erik Bruhn
Joey Walsh
Pepe Senna
Marco Rodriguez
Tony Plana
Reese Witherspoon
s a
s a
s a
s a
s a
s a
s a
s a
Maria Pavan
Portland Mason
Sandy Descher
Mickey Maga
Joseph Sweeney
Sandy Descher
Mickey Maga
DeForest Kelly
Ruth Clifford
s a
Phyllis Grafeo
John Breen
Geraldine Wall
Anna Thomson
Jaimz Woolvett
Orson Bean
Keith Szarabajka
T.J. Lowther
s a
Alistair Cooke
Jim Haynie
Annie Corley
Victor Slezak
s a
s a
sa
Melora Hardin
Laura Linney
Dennis Haysbert
Elisha Cook~jr
Dorothy Dearing
Pat McKee
Chrisopher Cazenove
Alex McCrindle
s a
Alexandra Schmitt
Ilse Trautschold
Holmes Zimmermann
Friedrich Gnass
Gustav Bienert
Adriana Caselotti
Lucille LaVerne
J.Edward Bromberg
Jack Stuart
Amber Collins
Rene Baldwin
Wilbert Bradley
Giacomo RossiStuart
Ombretta Colli
Keith Andes
Jocelyn Brando
Jeanette Nolan
Dan Seymor
Joyce Bulifant
Jill Whelan
Steve Gerat
Joe Sawyer
s a
Tim McIntire
Fran Dreschler
Jay Leno
Laraine Newman
Mossie Drier
Lucy Gutteridge
Christopher Villiers
John Shard
Warner Clark
Richard Mayes
Billy J. Mitchell
Burton Zucker
Sydney Arnold
Eddie Tagee
Dimitri Andreas
Todd Solondz
Michael Laurence
Frances Mercer
A.E. Mathews
Brenda Bruce
Margeret Wycherly
eskimos
Scott Weinger
Douglas Seale
Linda Larkin
Jonathan Freeman
Gilbert Gottfried
s a
Don Siegel
Mary Jo Deschanel
Levon Helm
Jane Dornacker
Robert Beer
Chuck Yeager
Peggy Davis
David Gennon
Heather Matarezza
Brendan Sexton
Eric Mabiuas
Matthew Faber
Kevin Kostner
Jeff Fahey
Mare Winningham
Michael Madsen
Linden Ashby
Annabeth Gish
Bill Pullman
Isabella Rosselini
JoeBeth Williams
Tom Sizemore
Amy Wright
Ed Begley~jr
Bill Pullman
Robert Gorman
Meg Kasdan
Jonathan Kasdan
Keanu Reeves
Miriam Margolyes
MarieLouise Parker
Mary McDonnell
Jenny Jones
Maxine Lapiduss
Ellen DeGeneres
Sandra Shamas
Joy Behar
Lotus Weinstock
Arthur Loft
Jess barker
Arthur Loft
Mamata Shankar
Deepankar De
Utpal Dutt
Victor Frances
Peggy Drake
Edwin Maxwell Torres
Ruth Hall
Stanley Fields
Sidney Franklin
Virgina Bruce
Wanda Rotha
Marcel Poncin
Mario Cabre
Pamela Kellino
Wilfrid HydeWhite
Heinz Drache
Ady Berber
Sabine Sesselman
Dennnis Price
Rogney Bewes
Stan Egi
Tzi Ma
Teri Polo
Doris Dudley
Elena Verdugo
Diana Churchill
Bill Conolly
Antony Sher
Geoffrey Palmer
Joseph Fiennes
Geoffrey Rush
Colin Firth
Rupert Everett
Martin Clunes
Joe Roberts
Imelda Staunton
Sandra Reinton
Tom Wilkinson
Mark Williamson
Steven Beard
Anthony Sher
Paul Bigley
Jill Baker
Nicholas lePrevost
Rebecca deMornay
Kyle T. Heffner
John P. Ryan
Frederico Fellini
Ellen Bursteyn
s a
Suan Anspach
Erin OReilly
Pat Quinn
Claudio Bigagli
s a
Katherine Kath
Mike Henru
Don Defoe
Teri Hatcher
Lolita Davidoitch
s a
s a
s a
Tate Donovan
Susan Egan
Bobcat Goldwath
Matt Frewer
Oliver Platt
Gabrielle Anwar
Alison Rutledge
Peter Smith
Mark Owens
Peggy Feury
Rickie Sorensen
Julie Warner
David Paymer
Julie Warner
Mary Maya
Joan Allen
Patricia Arquette
Francesca Bertini
Gustavo Serena
Jean Craine
Gustavo Serena
Francesca Bertini
Mary Badham
Philip Alford
s a
Will Kulva
Rickie Sorensen
Al Waxman
Darlick Dempsey
Maury Chaykin
Isabelle Mears
John Hawkins
Miguel Fernandez
Cindy Girling
Elizabeth Shepperd
John Boles
Paul Weigel
Shirley Casey
William Bakeswell
Arletta Duncan
James Donlan
Robert McWage
Tim Robbins
Gore Vidal
Alan Rickman
Giancarlo Esposito
Brian Murray
Ray Wise
s a
Tantoo Cardinal
Bartalomeo Pagano
Pauline Polaire
Elena Sangro
Lucia Zanussi
Franz Saal
Franz Saal
Umberto Guarcino
Mario Saja
Felice Menotti
Andrea Miano
Murray Kinnell
Douglas Walton
J.Carroll Naish
s a
s a
s a
Eddie Vedder
Gale Limansky
Sally Ann Roberts
s a
Laurence Fishburn
Andy Garcia
Vanessa Williman
Loretta Devine
Chi McBride
Richard Bradford
Tony Rich
Teri Polo
Teri Polo
Ian Richardson
Andrea Ferreo
Adam Storke
Ewan McGregor
Richard Roxburgh
Jon Leguizamo
Jim Broadbent
Gary McDonald
Jacek Koman
Matthew Whittet
Kerry Walker
Carolinr OConnor
Christine Anu
Natalie Mendoza
David Wenham
Lara Mulcahy
Kylie Minogue
Ozzy Osborne
Deobia Oparei
Linal Haft
Norman Kaye
Jonathan Hardy
Thomas Beck
Farnk Conroy
Arch Hall~jr
Marilyn Manning
Helen Hovey
Richard Alden
Don Russell
Donald Buka
Anu Arya Aggarwal
Murad Ali
Leonardo DiCaprio
Claire Danes
Joby Baker
Andrea Ferreol
Eric Deacon
Fredi Washington
Noel Francis
Hazel Washington
Tyler McVey
Sam Buffington
John diSantis
David Carlile
Buzz Merten
Dick Nelson
William D. Kruse
Paul Mercurio
Tara Morice
Barry Otto
Pat Thomson
Peter Whitford
Gia Carides
Bill Hunter
Katherine Squire
Stanley Adams
Irene Windust
Bruce McGill
James Mulhollin
John Ragin
Al Hodge
Sam Gilmore
Dorothea Lord
Irene Tedrow
Ralph Clanton
Ted Livesey
Richard Lupino
Irene Windust
Bartlett Robinson
Barry Bernard
Anthony Higgins
Anne Louise Lambert
Neil Cunningham
Hugh Fraser
Dave Hill
Fernand Ledoux
Jess Hahn
Suzanne Flon
Keith Baxter
Margeret Rutherford
Norman Rodway
Tony Beckley
Fernado Rey
Kathleen Widdoes
Maximiliam Schell
Janee Stacey
David Canary
R.Lee Ermey
Jared Leto
Ted Levine
Vincent Schiavelli
Tony Goldwyn
Rick Aviles
Amelia McQueen
Gail Boggs
Vincent Schiavelli
The Ramones
Paul Bartel
Alix Elias
Barbara ONeill
Armando Araiza
Patricial Riviera
s a
Maureen OSsullivan
Veree Teasdale
Billy Bevan
Dolores DelRio
Lupita Ferrer
Michael Rooker
Anita Bj\"ork
MajBritt Nilsson
Jarl Kulle
Birger Malmsten
Virginia Fox
Huntley Gordon
William Austin
Jocelyn Lee
David Newell
Mitzi Green
Phillippe DeLacey
James Belushi
Eliza Dushku
Kevin Tighe
Victor Wong
Max Elliott Slade
Sean Fox
Evan Bonifant
Dustin Nguyen
Sab Shimono
Edit Evans
George Devine
George A. Cooper
Jason Robards~jr
Robet Lang
Anthony Nicholls
Keanu Reeves
Joe Morton
Alan Ruck
CeCe Tsou
Richard Linebak
De Laete
Glenn Plummer
Hawthorne James
sa
Beth Grant
Carlos Carrasco
David Kriegel
Natsuko Ohama
John Kennedy
Lyndon Johnson
s a
Laurence Oliver
Lewis Casson
Ben Piazza
John Landis
Marianne Faithfull
Judy Parfitt
Michael Pennington
Bill Paxton
Cary Elwes
